"SIDNUM"	"ORDER"	"FAMILY"	"SUBFAMILY"	"GENUS"	"SPECIES"	"genusspecies"	"BODYMASS"	"TCRWNHT"	"CROWNTYP"	"sp_now"	"no_loc"	"no_countries"	"sp_duration"	"max_mid_age"	"min_mid_age"	"sp_area_square"	"sp_area_el"	"sp_range_width"	"max_lat"	"min_lat"	"max_long"	"min_long"	"duration_peak"
34661	"Primates other"	"Cheirogaleidae"	NA	"Cheirogaleus"	"medius"	"Cheirogaleus medius"	NA	"bra"	NA	"Cheirogaleus medius"	2	1	0	0.01	0.01	0.07651341	0.06006302685	0.276610574635172	-22.9	-25.2	46.6	43.9	0
34663	"Primates other"	"Lemuridae"	NA	"Lemur"	"catta"	"Lemur catta"	NA	"bra"	NA	"Lemur catta"	2	1	0	0.01	0.01	0.07651341	0.06006302685	0.276610574635172	-22.9	-25.2	46.6	43.9	0
34665	"Primates other"	"Indridae"	NA	"Propithecus"	"verreauxi"	"Propithecus verreauxi"	NA	"bra"	NA	"Propithecus verreauxi"	2	1	0	0.01	0.01	0.07651341	0.06006302685	0.276610574635172	-22.9	-25.2	46.6	43.9	0
34667	"Primates other"	"Megaladapidae"	NA	"Megaladapis"	"madagascariensis"	"Megaladapis madagascariensis"	NA	"bra"	NA	"Megaladapis madagascariensis"	2	1	0	0.01	0.01	0.07651341	0.06006302685	0.276610574635172	-22.9	-25.2	46.6	43.9	0
34668	"Primates other"	"Archaeolemuridae"	NA	"Archaeolemur"	"majori"	"Archaeolemur majori"	NA	"bra"	NA	"Archaeolemur majori"	2	1	0	0.01	0.01	0.07651341	0.06006302685	0.276610574635172	-22.9	-25.2	46.6	43.9	0
34687	"Primates other"	"Lemuridae"	NA	"Pachylemur"	"insignis"	"Pachylemur insignis"	NA	"bra"	NA	"Pachylemur insignis"	1	1	0	0.01	0.01	0	0	0	-25.2	-25.2	46.6	46.6	0
34688	"Primates other"	"Indridae"	NA	"Avahi"	"laniger"	"Avahi laniger"	NA	"bra"	NA	"Avahi laniger"	1	1	0	0.01	0.01	0	0	0	-25.2	-25.2	46.6	46.6	0
34689	"Primates other"	"Archaeolemuridae"	NA	"Archaeolemur"	"edwardsi"	"Archaeolemur edwardsi"	NA	"bra"	NA	"Archaeolemur edwardsi"	1	1	0	0.01	0.01	0	0	0	-25.2	-25.2	46.6	46.6	0
34690	"Primates other"	"Archaelemuridae"	NA	"Hadropithecus"	"stenognathus"	"Hadropithecus stenognathus"	NA	"bra"	NA	"Hadropithecus stenognathus"	1	1	0	0.01	0.01	0	0	0	-25.2	-25.2	46.6	46.6	0
34691	"Primates other"	"Megaladapidae"	NA	"Megaladapis"	"edwardsi"	"Megaladapis edwardsi"	NA	"bra"	NA	"Megaladapis edwardsi"	2	1	0	0.01	0.01	0.04398597	0.03452898645	0.209728324267372	-20.1	-25.2	47.3	46.6	0
34659	"Primates other"	"Cheirogaleidae"	NA	"Microcebus"	"griseorufus"	"Microcebus griseorufus"	NA	"bra"	NA	"Microcebus griseorufus"	1	1	0	0.01	0.01	0	0	0	-22.9	-22.9	43.9	43.9	0
34660	"Primates other"	"Cheirogaleidae"	NA	"Microcebus"	"murinus"	"Microcebus murinus"	NA	"bra"	NA	"Microcebus murinus"	1	1	0	0.01	0.01	0	0	0	-22.9	-22.9	43.9	43.9	0
34662	"Primates other"	"Lepilemuridae"	NA	"Lepilemur"	"leucopus"	"Lepilemur leucopus"	NA	"bra"	NA	"Lepilemur leucopus"	1	1	0	0.01	0.01	0	0	0	-22.9	-22.9	43.9	43.9	0
34664	"Primates other"	"Lemuridae"	NA	"Eulemur"	"rufus"	"Eulemur rufus"	NA	"bra"	NA	"Eulemur rufus"	1	1	0	0.01	0.01	0	0	0	-22.9	-22.9	43.9	43.9	0
34666	"Primates other"	"Palaeopropithecidae"	NA	"Palaeopropithecus"	"ingens"	"Palaeopropithecus ingens"	NA	"bra"	NA	"Palaeopropithecus ingens"	1	1	0	0.01	0.01	0	0	0	-22.9	-22.9	43.9	43.9	0
34669	"Primates other"	"Daubentoniidae"	NA	"Daubentonia"	"robusta"	"Daubentonia robusta"	NA	"bra"	NA	"Daubentonia robusta"	1	1	0	0.01	0.01	0	0	0	-22.9	-22.9	43.9	43.9	0
29572	"Primates other"	"Cercopithecidae"	"Papionini"	"Macaca"	"robustus"	"Macaca robustus"	NA	"bra"	"L2202"	"Macaca robustus"	18	2	0.86	0.96	0.1	5.6688921	4.4500802985	2.38094353145974	41.2	19.8	124.1	102.6	0.6
32106	"Hominidae not Hominini"	"Hominidae"	"Hominini0"	"Orrorin"	"tugenensis"	"Orrorin tugenensis"	NA	"bra"	"R2200"	"Orrorin tugenensis"	4	1	0	6.14	6.14	0.00024642	0.0001934397	0.0156977705423414	0.8	0.6	35.9	35.8	0
27339	"Hominini conservative"	"Hominidae"	"Hominini"	"Australopithecus"	"afarensis"	"Australopithecus afarensis"	NA	"bra"	"R2200"	"Australopithecus afarensis"	33	4	1.97	4.47	2.5	5.97617784	4.6912996044	2.44462222848439	11.5	-26.1	40.7	27.8	1.105
33209	"Primates other"	"Cercopithecidae"	"Papionini"	"Kuseracolobus"	"hafu"	"Kuseracolobus hafu"	NA	"bra"	NA	"Kuseracolobus hafu"	1	1	0	3.89	3.89	0	0	0	10.2	10.2	40.3	40.3	0
31319	"Hominidae not Hominini"	"Hominidae"	"Hominini0"	"Homo"	"antecessor"	"Homo antecessor"	NA	"bra"	"R2200"	"Homo antecessor"	1	1	0	0.86	0.86	0	0	0	42.3	42.3	-3.5	-3.5	0
25748	"Hominini conservative"	"Hominidae"	"Hominini"	"Homo"	"heidelbergensis"	"Homo heidelbergensis"	NA	"bra"	"R2200"	"Homo heidelbergensis"	9	8	0.82	1.06	0.24	52.265682	41.02856037	7.2295008126426	50.9	-33.1	47	-3.5	0.388
25763	"Primates other"	"Pliopithecidae"	""	"Pliopithecus"	"piveteaui"	"Pliopithecus piveteaui"	NA	"bra"	"R2200"	"Pliopithecus piveteaui"	15	1	0	15.3	15.3	0.00344988	0.0027081558	0.0587356791056339	47.5	47.3	1.4	0	0
20268	"Primates other"	"Cercopithecidae"	"Colobinae"	"Mesopithecus"	"pentelicus"	"Mesopithecus pentelicus"	8000	"bra"	"R2200"	"Mesopithecus pentelicus"	26	9	3.35	9.4	6.05	23.249727	18.251035695	4.82179707163211	47.7	27.3	103.7	11.2	0.1275
20254	"Hominidae not Hominini"	"Hominidae"	"Oreopithecini"	"Oreopithecus"	"bambolii"	"Oreopithecus bambolii"	30000	"bra"	"R2200"	"Oreopithecus bambolii"	11	1	1.55	8	6.45	0.14896089	0.11693429865	0.385954518045844	44.7	40.8	11.4	8.3	0.675
28324	"Hominidae not Hominini"	"Hominidae"	"Hominini0"	"Australopithecus"	"bahrelghazali"	"Australopithecus bahrelghazali"	NA	"bra"	"R2200"	"Australopithecus bahrelghazali"	3	1	2.06	5.15	3.09	0.00036963	0.00029015955	0.0192257639640145	16.3	16	19	18.9	0.74
29571	"Hominidae not Hominini"	"Hominidae"	"Ponginae"	"Pongo"	"pygmaeus"	"Pongo pygmaeus"	NA	"bra"	"R2200"	"Pongo pygmaeus"	29	7	1.47	1.48	0.01	8.6345568	6.778127088	2.93846163834071	28.4	-8.1	118.2	99	0.345
85495	"Primates other"	"Dendropithecidae"	""	"Simiolus"	"minutus"	"Simiolus minutus"	NA	NA	NA	"Simiolus minutus"	2	1	0.31	12.72	12.41	0.0012321	0.0009671985	0.035101282027869	0.9	0.7	36	35.5	0.155000000000001
30160	"Primates other"	"Cercopithecidae"	"Papionini"	"Macaca"	"fascicularis"	"Macaca fascicularis"	NA	"bra"	"L2202"	"Macaca fascicularis"	15	3	1.47	1.48	0.01	3.560769	2.795203665	1.887	9.5	-7.5	118.4	101.4	0.945
32822	"Primates other"	"Afropithecidae"	""	"Otavipithecus"	"namibiensis"	"Otavipithecus namibiensis"	NA	"bra"	NA	"Otavipithecus namibiensis"	1	1	0	12.35	12.35	0	0	0	-19.5	-19.5	18.3	18.3	0
32356	"Hominidae not Hominini"	"Hominidae"	"Homininae"	"Chororapithecus"	"abyssinicus"	"Chororapithecus abyssinicus"	NA	"bra"	NA	"Chororapithecus abyssinicus"	1	1	0	7.88	7.88	0	0	0	8.9	8.9	40.3	40.3	0
30013	"Primates other"	"Cercopithecidae"	"Papionini"	"Macaca"	"specious"	"Macaca specious"	12200	"bra"	"L2202"	"Macaca specious"	10	5	2.09	2.21	0.12	38.74473981	30.41462075085	6.22452727602667	51.2	24.3	119.7	2.8	0.875
26203	"Primates other"	"Parapithecidae"	""	"Biretia"	"piveteaui"	"Biretia piveteaui"	NA	NA	NA	"Biretia piveteaui"	1	1	0	37.06	37.06	0	0	0	34.7	34.7	7.9	7.9	0
32032	"Primates other"	"Cercopithecidae"	"Papionini"	"Macaca"	"flandrini"	"Macaca flandrini"	NA	"bra"	"L2202"	"Macaca flandrini"	1	1	0	10.55	10.55	0	0	0	35.3	35.3	-0.1	-0.1	0
28965	"Hominidae not Hominini"	"Hominidae"	""	"Limnopithecus"	"legetet"	"Limnopithecus legetet"	5000	"bra"	"R2200"	"Limnopithecus legetet"	15	2	4.75	20.09	15.34	0.0221778	0.017409573	0.148922127301486	1.3	-0.2	35.3	34.1	3.88277777777778
28030	"Primates other"	"Afropithecidae"	"Afropithecinae"	"Afropithecus"	"turkanensis"	"Afropithecus turkanensis"	NA	"bra"	NA	"Afropithecus turkanensis"	5	1	1.2	18.25	17.05	0.012321	0.009671985	0.111	4.3	3.3	36.6	35.6	0.300000000000001
28031	"Primates other"	"Dendropithecidae"	""	"Simiolus"	"enjiessi"	"Simiolus enjiessi"	NA	"bra"	"R2200"	"Simiolus enjiessi"	4	1	0.55	17.6	17.05	0.012321	0.009671985	0.111	4.3	3.3	36.6	35.6	0.300000000000001
85593	"Primates other"	"Victoriapithecidae"	""	"Noropithecus"	"bulukensis"	"Noropithecus bulukensis"	NA	NA	NA	"Noropithecus bulukensis"	1	1	0	17.6	17.6	0	0	0	4.3	4.3	36.6	36.6	0
29058	"Primates other"	"Victoriapithecidae"	""	"Victoriapithecus"	"macinnesi"	"Victoriapithecus macinnesi"	NA	"bra"	NA	"Victoriapithecus macinnesi"	5	1	0.82	15.71	14.89	0.01330668	0.0104457438	0.115354583784087	0.7	-0.2	35.8	34.6	0.362857142857143
27977	"Hominini conservative"	"Hominidae"	"Hominini"	"Homo"	"habilis"	"Homo habilis"	32000	"bra"	"R2200"	"Homo habilis"	5	2	0.74	2.21	1.47	0.09758232	0.0766021212	0.31238168960424	4.2	-3	36.4	35.3	0.28
28772	"Primates other"	"Cercopithecidae"	"Papionini"	"Rhinocolobus"	"turkanensis"	"Rhinocolobus turkanensis"	24000	"bra"	"R2200"	"Rhinocolobus turkanensis"	20	2	3.2	4.16	0.96	0.41583375	0.32642949375	0.644851727143535	11.1	3.6	40.5	36	1.93833333333333
28788	"Hominini conservative"	"Hominidae"	"Hominini"	"Paranthropus"	"boisei"	"Paranthropus boisei"	41500	"bra"	"R2200"	"Paranthropus boisei"	27	4	2.13	3.09	0.96	1.1976012	0.940116942	1.09434966989532	6	-10.2	40	34	0.863333333333333
28893	"Primates other"	"Cercopithecidae"	"Papionini"	"Cercopithecoides"	"williamsi"	"Cercopithecoides williamsi"	23000	"bra"	"L2202"	"Cercopithecoides williamsi"	10	2	3	3.96	0.96	4.51638576	3.5453628216	2.12517899481432	4.1	-27.5	36.4	24.8	1.3
83974	"Primates other"	"Omomyidae"	"Omomyinae"	"Omomys"	"carteri"	"Omomys carteri"	NA	"bra"	NA	"Omomys carteri"	14	1	9.29	50.59	41.3	3.3291342	2.613370347	1.82459151592898	43.8	29.8	-97.8	-117.1	4.5975
83977	"Primates other"	"Omomyidae"	"Omomyinae"	"Hemiacodon"	"gracilis"	"Hemiacodon gracilis"	NA	"bra"	NA	"Hemiacodon gracilis"	7	1	11.29	52.59	41.3	1.53063783	1.20155069655	1.23718948831616	43	32.9	-104.8	-117.1	5.806
83982	"Primates other"	"Omomyidae"	"Omomyinae"	"Washakius"	"woodringi"	"Washakius woodringi"	NA	"bra"	NA	"Washakius woodringi"	2	1	2.59	46.67	44.08	0.00024642	0.0001934397	0.0156977705423414	32.9	32.7	-117.1	-117.2	1.295
84003	"Primates other"	"Omomyidae"	"Omomyinae"	"Stockia"	"powayensis"	"Stockia powayensis"	NA	"bra"	NA	"Stockia powayensis"	1	1	0	46.67	46.67	0	0	0	32.9	32.9	-117.1	-117.1	0
84039	"Primates other"	"Notharctidae"	"Notharctinae"	"Hesperolemur"	"actius"	"Hesperolemur actius"	NA	"bra"	NA	"Hesperolemur actius"	1	1	0	46.67	46.67	0	0	0	32.9	32.9	-117.1	-117.1	0
84049	"Primates other"	"Microsyopidae"	"Uintasoricinae"	"Uintasorex"	"montezumicus"	"Uintasorex montezumicus"	NA	"bra"	NA	"Uintasorex montezumicus"	2	1	5.37	46.67	41.3	0.1145853	0.0899494605	0.338504505139887	36	32.9	-117.1	-120.1	2.685
84060	"Primates other"	"Microsyopidae"	"Microsyopinae"	"Microsyops"	"kratos"	"Microsyops kratos"	NA	"bra"	NA	"Microsyops kratos"	1	1	0	46.67	46.67	0	0	0	32.9	32.9	-117.1	-117.1	0
84061	"Primates other"	"Microsyopidae"	"Microsyopinae"	"Microsyops"	"annectens"	"Microsyops annectens"	NA	"bra"	NA	"Microsyops annectens"	6	1	8.51	52.59	44.08	2.49943806	1.9620588771	1.5809611190665	44.5	29.8	-103.3	-117.1	2.77500000000001
84069	"Primates other"	"Picromomyidae"	NA	"Alveojunctus"	"bowni"	"Alveojunctus bowni"	NA	"bra"	NA	"Alveojunctus bowni"	1	1	0	46.67	46.67	0	0	0	32.9	32.9	-117.1	-117.1	0
83989	"Primates other"	"Omomyidae"	"Omomyinae"	"Dyseolemur"	"pacificus"	"Dyseolemur pacificus"	NA	"bra"	NA	"Dyseolemur pacificus"	10	1	5.47	44.08	38.61	0.32712255	0.25679120175	0.571946282442678	38.6	32.7	-117	-121.5	3.03749999999999
84096	"Primates other"	"Paromomyidae"	NA	"Phenacolemur"	"shifrae"	"Phenacolemur shifrae"	NA	"bra"	NA	"Phenacolemur shifrae"	3	1	2.78	44.08	41.3	1.68785379	1.32496522515	1.29917427237457	43	32.7	-106.8	-120.1	0.695
83988	"Primates other"	"Omomyidae"	"Omomyinae"	"Chumashius"	"balchi"	"Chumashius balchi"	NA	"bra"	NA	"Chumashius balchi"	3	1	0	38.61	38.61	0.01441557	0.01131622245	0.120064857472951	34.3	33.4	-117.5	-118.8	0
84010	"Primates other"	"Omomyidae"	"Omomyinae"	"Yaquius"	"travisi"	"Yaquius travisi"	NA	"bra"	NA	"Yaquius travisi"	1	1	0	41.3	41.3	0	0	0	36	36	-120.1	-120.1	0
84067	"Primates other"	"Microsyopidae"	"Microsyopinae"	"Craseops"	"sylvestris"	"Craseops sylvestris"	NA	"bra"	NA	"Craseops sylvestris"	1	1	0	41.3	41.3	0	0	0	36	36	-120.1	-120.1	0
83996	"Primates other"	"Omomyidae"	"Omomyinae"	"Macrotarsius"	"roederi"	"Macrotarsius roederi"	NA	"bra"	NA	"Macrotarsius roederi"	2	1	0	41.3	41.3	1.1470851	0.9004618035	1.07102058803741	43	36	-106.8	-120.1	0
85717	"Hominidae not Hominini"	"Hominidae"	"Hominini0"	"Homo"	"luzonensis"	"Homo luzonensis"	NA	NA	NA	"Homo luzonensis"	1	1	0	0.06	0.06	0	0	0	17.7	17.7	121.8	121.8	0
20251	"Hominidae not Hominini"	"Hominidae"	"Hispanopithecini"	"Hispanopithecus"	"laietanus"	"Hispanopithecus laietanus"	20000	"bra"	"R2200"	"Hispanopithecus laietanus"	9	1	2.43	12.02	9.59	0.00073926	0.0005803191	0.0271893361448933	41.8	41.5	2.1	1.9	0.869411764705882
20252	"Hominidae not Hominini"	"Hominidae"	"Hispanopithecini"	"Hispanopithecus"	"crusafonti"	"Hispanopithecus crusafonti"	20000	"bra"	"R2200"	"Hispanopithecus crusafonti"	2	1	0	10.55	10.55	0	0	0	41.5	41.5	2.1	2.1	0
20247	"Hominidae not Hominini"	"Hominidae"	"Kenyapithecinae"	"Griphopithecus"	"alpani"	"Griphopithecus alpani"	NA	"bra"	"R2200"	"Griphopithecus alpani"	2	1	0.2	13.72	13.52	0.01281384	0.0100588644	0.11319823320176	40.2	40	33.5	28.3	0.100000000000001
21233	"Primates other"	"Cercopithecidae"	"Colobinae"	"Mesopithecus"	"monspessulanus"	"Mesopithecus monspessulanus"	4932	"bra"	"R2200"	"Mesopithecus monspessulanus"	10	7	3.18	6.2	3.02	2.91859848	2.2910998068	1.7083906110723	50.4	41	28.1	2.9	1.74
24725	"Primates other"	"Cercopithecidae"	"Papionini"	"Macaca"	"majori"	"Macaca majori"	NA	"bra"	"L2202"	"Macaca majori"	4	1	1.76	2.72	0.96	0.05692302	0.0446845707	0.238585456388272	41.9	40.5	12.7	9.4	0.352
82235	"Primates other"	"Crouzeliidae"	"Crouzeliinae"	"Barberapithecus"	"huerzeleri"	"Barberapithecus huerzeleri"	NA	NA	NA	"Barberapithecus huerzeleri"	1	1	0	11.17	11.17	0	0	0	41.5	41.5	2.1	2.1	0
35305	"Primates other"	"Cercopithecidae"	"Papionini"	"Papio"	"ursinus"	"Papio ursinus"	NA	"bra"	NA	"Papio ursinus"	2	1	1.22	1.29	0.07	0.28978992	0.2274850872	0.538321390992407	-23.6	-27.8	29.2	23.6	0.61
84004	"Primates other"	"Omomyidae"	"Omomyinae"	"Ekgmowechashala"	"philotau"	"Ekgmowechashala philotau"	NA	"bra"	NA	"Ekgmowechashala philotau"	2	1	0	28.88	28.88	0.0184815	0.0145079775	0.135946680724466	43.1	41.6	-102.3	-103.3	0
84086	"Primates other"	"Paromomyidae"	"Phenacolemurinae"	"Ignacius"	"fremontensis"	"Ignacius fremontensis"	NA	"bra"	NA	"Ignacius fremontensis"	6	2	0.45	62.37	61.92	1.133532	0.88982262	1.06467459817542	54.5	43	-107	-115	0.168749999999996
84104	"Primates other"	"Palaechthonidae"	"Palaechthoninae"	"Palenochtha"	"minor"	"Palenochtha minor"	NA	"bra"	NA	"Palenochtha minor"	9	2	0.45	62.37	61.92	1.68403428	1.3219669098	1.29770346381598	54.5	41.1	-104.8	-115	0.372499999999995
84106	"Primates other"	"Palaechthonidae"	"Palaechthoninae"	"Premnoides"	"douglassi"	"Premnoides douglassi"	NA	"bra"	NA	"Premnoides douglassi"	1	1	0	62.37	62.37	0	0	0	44.7	44.7	-107	-107	0
84107	"Primates other"	"Palaechthonidae"	"Plesiolestinae"	"Plesiolestes"	"problematicus"	"Plesiolestes problematicus"	NA	"bra"	NA	"Plesiolestes problematicus"	8	2	0.45	62.37	61.92	1.68403428	1.3219669098	1.29770346381598	54.5	41.1	-104.8	-115	0.372499999999995
84115	"Primates other"	"Picrodontidae"	NA	"Picrodus"	"silberlingi"	"Picrodus silberlingi"	NA	"bra"	NA	"Picrodus silberlingi"	9	2	4.42	62.37	57.95	1.158174	0.90916659	1.07618492834643	51.1	41.1	-104.8	-114.2	4.16666666666666
84123	"Primates other"	"Plesiadapidae"	NA	"Pronothodectes"	"jepi"	"Pronothodectes jepi"	NA	"bra"	NA	"Pronothodectes jepi"	4	1	0.31	62.37	62.06	0.18185796	0.1427584986	0.426448074213028	44.7	41.1	-104.8	-108.9	0.206666666666663
84145	"Primates other"	"Carpolestidae"	NA	"Elphidotarsius"	"orencae"	"Elphidotarsius orencae"	NA	"bra"	NA	"Elphidotarsius orencae"	3	1	0	62.37	62.37	0.1170495	0.0918838575	0.342124977164778	46.6	44.7	-107	-112	0
84082	"Primates other"	"Paromomyidae"	NA	"Paromomys"	"maturus"	"Paromomys maturus"	NA	"bra"	NA	"Paromomys maturus"	4	1	0.45	62.37	61.92	0.4879116	0.383010606	0.698506692881321	46.6	41.1	-104.8	-112	0.337499999999999
84101	"Primates other"	"Palaechthonidae"	"Palaechthoninae"	"Palaechthon"	"alticuspis"	"Palaechthon alticuspis"	NA	"bra"	NA	"Palaechthon alticuspis"	8	2	11.21	63.8	52.59	5.12849304	4.0258670364	2.26461763660005	54.5	30.3	-97.8	-115	10.27
84116	"Primates other"	"Picrodontidae"	NA	"Picrodus"	"calgariensis"	"Picrodus calgariensis"	NA	"bra"	NA	"Picrodus calgariensis"	2	2	0	62.37	62.37	1.68403428	1.3219669098	1.29770346381598	54.5	41.1	-104.8	-115	0
84125	"Primates other"	"Plesiadapidae"	NA	"Plesiadapis"	"anceps"	"Plesiadapis anceps"	NA	"bra"	NA	"Plesiadapis anceps"	9	2	3.48	61.92	58.44	3.27159513	2.56820217705	1.80875513268104	54.5	38.6	-104.8	-121.5	1.631
84131	"Primates other"	"Plesiadapidae"	NA	"Plesiadapis"	"praecursor"	"Plesiadapis praecursor"	NA	"bra"	NA	"Plesiadapis praecursor"	6	2	2.94	62.06	59.12	1.68403428	1.3219669098	1.29770346381598	54.5	41.1	-104.8	-115	2.41
84143	"Primates other"	"Plesiadapidae"	NA	"Nannodectes"	"intermedius"	"Nannodectes intermedius"	NA	"bra"	NA	"Nannodectes intermedius"	8	2	2.94	62.06	59.12	1.68403428	1.3219669098	1.29770346381598	54.5	41.1	-104.8	-115	2.41
84085	"Primates other"	"Paromomyidae"	"Phenacolemurinae"	"Ignacius"	"frugivorus"	"Ignacius frugivorus"	NA	"bra"	NA	"Ignacius frugivorus"	24	2	3.97	61.92	57.95	6.29960409	4.94518921065	2.50990121120334	54.5	29.8	-100.8	-121.5	1.44
84132	"Primates other"	"Plesiadapidae"	NA	"Plesiadapis"	"rex"	"Plesiadapis rex"	NA	"bra"	NA	"Plesiadapis rex"	14	2	2.8	61.92	59.12	2.34443988	1.8403853058	1.53115638652621	54.5	41.1	-100.8	-115	0.509090909090908
