"SIDNUM"	"ORDER"	"FAMILY"	"SUBFAMILY"	"GENUS"	"SPECIES"	"genusspecies"	"BODYMASS"	"TCRWNHT"	"CROWNTYP"	"sp_now"	"no_loc"	"no_countries"	"sp_duration"	"max_mid_age"	"min_mid_age"	"sp_area_square"	"sp_area_el"	"sp_range_width"	"max_lat"	"min_lat"	"max_long"	"min_long"	"duration_peak"
81412	Artiodactyla	Dromomerycidae	Cranioceratidae	Bouromeryx	americanus	Bouromeryx americanus	NA	bra	L2220	Bouromeryx americanus	8	1	2.98	16.66	13.68	3.0198771	2.3706035235	1.73777935883702	45.7	34.3	-100	-121.5	0.68
27356	Artiodactyla	Bovidae	Bovini	Simatherium	demissum	Simatherium demissum	NA	hyp	L2220	Simatherium demissum	2	2	0.97	5.12	4.15	7.8287634	6.145579269	2.79799274480832	2.3	-33	36.1	18.1	0.484999999999999
80775	Condylarthra	Periptychidae	Periptychinae	Periptychus	carinidens	Periptychus carinidens	NA	bra	R2M00	Periptychus carinidens	9	1	2.23	64.15	61.92	0.32305662	0.2535994467	0.56838069988345	43	36.1	-104.8	-108.6	0.147500000000001
30648	Rodentia	Distylomyidae		Distylomys	tedfordi	Distylomys tedfordi	NA	NA	NA	Distylomys tedfordi	1	1	0	13.52	13.52	0	0	0	43.4	43.4	113.1	113.1	0
21052	Rodentia	Gliridae		Simplomys	simplicidens	Simplomys simplicidens	NA	NA	NA	Simplomys simplicidens	117	4	5.3	20.6	15.3	2.61426978	2.0522017773	1.61687036586116	49	38.7	11.2	-9.4	2.275
24507	Carnivora	Mustelidae		Trochictis	carbonaria	Trochictis carbonaria	17672	NA	NA	Trochictis carbonaria	5	1	1.5	16.8	15.3	0.01552446	0.0121867011	0.124597190979572	48.1	47.5	2.1	0	0
23136	Eulipotyphla	Erinaceidae	Erinaceinae	Amphechinus	arvernensis	Amphechinus arvernensis	NA	NA	NA	Amphechinus arvernensis	6	3	1.56	23.91	22.35	0.5026968	0.394616988	0.709011142366606	48.4	45	9.9	-2.1	0.994999999999997
21194	Rodentia	Castoridae	Castorinae	Castor	fiber	Castor fiber	18500	hyp	NA	Castor fiber	76	23	7.34	7.35	0.01	30.9934755	24.3298782675	5.56717841460106	59.5	36.1	104	-3.5	0.892
25449	Carnivora	Canidae	Caninae	Cuon	alpinus	Cuon alpinus	12760	NA	NA	Cuon alpinus	23	10	0.95	0.96	0.01	87.35022234	68.5699245369	9.34613408527825	51.7	-0.2	133.1	-3.5	0.292857142857143
81315	Artiodactyla	Camelidae	Camelinae	Procamelus	grandis	Procamelus grandis	NA	hyp	L2220	Procamelus grandis	10	3	8.27	13.68	5.41	8.37532296	6.5746285236	2.89401502414898	43.1	13.8	-81.6	-104.8	4.86
21971	Rodentia	Muridae	Murinae	Occitanomys	alcalai	Occitanomys alcalai	NA	NA	NA	Occitanomys alcalai	39	1	2.01	6.29	4.28	0.13368285	0.10494103725	0.365626653842413	40.5	37	-0.8	-3.9	1.82181818181818
85544	Artiodactyla	Hippopotamidae	Hippopotaminae	Archaeopotamus	qeshta	Archaeopotamus qeshta	600000	bra	NA	Archaeopotamus qeshta	7	1	0	7.42	7.42	0.00110889	0.00087047865	0.0333	24.1	24	53.2	52.3	0
22275	Lagomorpha	Leporidae		Lepus	europaeus	Lepus europaeus	5000	hys	NA	Lepus europaeus	21	11	4.27	4.28	0.01	6.68882448	5.2507272168	2.58627618014782	52	40.4	49.5	2.7	0.0425
81297	Artiodactyla	Camelidae	Camelinae	Hemiauchenia	blancoensis	Hemiauchenia blancoensis	510520	mes	L2220	Hemiauchenia blancoensis	9	1	1.56	3.77	2.21	9.7804098	7.677621693	3.12736467333121	47	27.4	-82.4	-122.9	0.78
82256	Perissodactyla	Equidae	Equinae	Hipparion	zandaense	Hipparion zandaense	NA	NA	NA	Hipparion zandaense	1	1	0	3.89	3.89	0	0	0	31.6	31.6	79.8	79.8	0
81666	Perissodactyla	Equidae	Equinae	Pliohippus	pernix	Pliohippus pernix	242000	hyp	L2323	Pliohippus pernix	9	2	4.28	15.38	11.1	6.6631968	5.230609488	2.58131687322576	43	17	-81.6	-102.4	1.372
21450	Rodentia	Muridae	Megacricetodontinae	Megacricetodon	crusafonti	Megacricetodon crusafonti	NA	NA	NA	Megacricetodon crusafonti	18	3	1.5	13.52	12.02	0.53793486	0.4222788651	0.733440427028672	42.6	38.9	2.7	-9.1	0.9
22347	Rodentia	Muridae	Cricetinae	Allocricetus	eversmani	Allocricetus eversmani	NA	NA	NA	Allocricetus eversmani	4	1	0.97	3.14	2.17	0.00887112	0.0069638292	0.0941866232540481	43.8	43.4	79	77.2	0.555
21094	Rodentia	Muridae	Nesomyinae	Saccostomus	major	Saccostomus major	269	NA	NA	Saccostomus major	13	1	1.54	5.19	3.65	0.00924075	0.00725398875	0.0961288198200727	-3.4	-3.9	35.2	33.7	1.04333333333333
27130	Artiodactyla	Palaeochoeridae	Palaeochoerinae	Doliochoerus	quercyi	Doliochoerus quercyi	48000	bra	R2200	Doliochoerus quercyi	5	2	1.71	28.03	26.32	0.2661336	0.208914876	0.515881381714828	46.6	44.2	8.4	-0.6	0.684000000000001
27085	Rodentia	Eomyidae		Pseudotheridomys	schaubi	Pseudotheridomys schaubi	NA	NA	NA	Pseudotheridomys schaubi	6	3	0.78	23.91	23.13	0.9018972	0.707989302	0.94968268384761	48.4	42.3	9.9	-2.1	0.111428571428572
83387	Multituberculata	Neoplagiaulacidae	NA	Neoplagiaulax	hunteri	Neoplagiaulax hunteri	NA	bra	NA	Neoplagiaulax hunteri	6	2	3.48	61.92	58.44	1.34717814	1.0575348399	1.16068003342868	54.5	46.8	-100.8	-115	0.967272727272729
21472	Proboscidea	Gomphotheriidae		Choerolophodon	pentelici	Choerolophodon pentelici	2974174	bra	RMM00	Choerolophodon pentelici	39	9	4	10.05	6.05	3.7887075	2.9741353875	1.94646024875927	46.8	34.3	46.4	21.8	1.79166666666667
80748	Condylarthra	Mioclaenidae	Mioclaeninae	Promioclaenus	wilsoni	Promioclaenus wilsoni	NA	bra	R2300	Promioclaenus wilsoni	2	1	0.51	64.97	64.46	0.03499164	0.0274684374	0.187060524964515	41.1	40.7	-104.8	-111.9	0.25500000000001
80099	Carnivora	Viverravidae		Intyrictis	vanvaleni	Intyrictis vanvaleni	NA			Intyrictis vanvaleni	1	1	0	62.37	62.37	0	0	0	36.2	36.2	-107.2	-107.2	0
21197	Carnivora	Felidae	Felinae	Lynx	issiodorensis	Lynx issiodorensis	30000	NA	NA	Lynx issiodorensis	33	14	4.62	5.15	0.53	102.18199572	80.2128666402	10.1085110535627	51.4	-24.2	106.2	-3.5	1.952
21053	Rodentia	Gliridae		Peridyromys	murinus	Peridyromys murinus	7	NA	NA	Peridyromys murinus	111	7	9.68	24.98	15.3	2.35984113	1.85247528705	1.53617744092276	50.1	39.4	15.2	-2.7	3.63
23690	Rodentia	Sciuridae		Heteroxerus	rubricati	Heteroxerus rubricati	NA	NA	NA	Heteroxerus rubricati	128	4	10.08	20.6	10.52	2.58741	2.03111685	1.60854281882703	48.7	38.7	11.8	-9.2	5.79111111111111
31461	Artiodactyla	Bovidae	Boselaphini	Miotragocerus	valenciennesi	Miotragocerus valenciennesi	79572	bra	L2220	Miotragocerus valenciennesi	28	6	4.5	10.55	6.05	6.37919775	5.00767023375	2.52570737616217	48.1	37.2	46.4	-1.1	2.13333333333333
25297	Artiodactyla	Hippopotamidae		Hippopotamus	amphibius	Hippopotamus amphibius	2500000	mes	R2200	Hippopotamus amphibius	40	13	3.96	3.96	0	52.67646414	41.3510243499	7.25785534025031	54.6	-34.1	43	-5.2	0.8325
20465	Rodentia	Eomyidae		Keramidomys	mohleri	Keramidomys mohleri	5	NA	NA	Keramidomys mohleri	10	5	7.55	12.7	5.15	3.03688008	2.3839508628	1.74266464932298	49.9	39.5	31.6	7.9	2.9425
24620	Perissodactyla	Rhinocerotidae	Rhinocerotinae	Plesiaceratherium	lumiarense	Plesiaceratherium lumiarense	NA	bra	L2212	Plesiaceratherium lumiarense	12	2	3.28	16.8	13.52	0.57243366	0.4493604231	0.756593457545068	48.5	43.9	10.1	0	2.024
20453	Eulipotyphla	Talpidae		Talpa	minor	Talpa minor	15	NA	NA	Talpa minor	28	13	5.8	6.2	0.4	5.57106336	4.3732847376	2.36031001353636	52.9	37.2	25.2	-3.6	3.9225
20611	Rodentia	Gliridae		Microdyromys	koenigswaldi	Microdyromys koenigswaldi	12	NA	NA	Microdyromys koenigswaldi	65	8	8.98	20.6	11.62	5.16533283	4.05478627155	2.27273685894342	50.4	39.1	28.2	-8.9	5.58
82746	Rodentia	Eomyidae	Eomyinae	Namatomys	lloydi	Namatomys lloydi	NA	mes	NA	Namatomys lloydi	6	2	1.28	35.58	34.3	1.84913568	1.4515715088	1.35982928340288	54.5	41.1	-100.8	-112	0.502499999999998
26959	Rodentia	Muridae	Eucricetodontinae	Atavocricetodon	atavus	Atavocricetodon atavus	NA	NA	NA	Atavocricetodon atavus	2	2	2.33	31.73	29.4	0.4953042	0.388813797	0.703778516296143	50.5	44.5	7.2	0.5	1.165
25034	Perissodactyla	Rhinocerotidae		Coelodonta	antiquitatis	Coelodonta antiquitatis	1837313	hyp	L2222	Coelodonta antiquitatis	136	16	2.15	2.15	0	75.23214921	59.05723712985	8.67364682299204	70.5	33.2	160	-3.7	0.0333333333333333
82783	Rodentia	Eomyidae	Eomyinae	Pseudadjidaumo	douglassi	Pseudadjidaumo douglassi	NA	bra	NA	Pseudadjidaumo douglassi	2	1	12.22	28.88	16.66	0.02858472	0.0224390052	0.169070162950179	47.4	41.6	-102.9	-103.3	6.11
20627	Rodentia	Gliridae		Eliomys	truci	Eliomys truci	NA	NA	NA	Eliomys truci	35	2	9	12.02	3.02	0.89351892	0.7014123522	0.945261297208343	44.4	37	5.9	-3.9	3.34
34117	Carnivora	Amphicyonidae	NA	Bonisicyon	illacabo	Bonisicyon illacabo	25240	NA	NA	Bonisicyon illacabo	1	1	0	6.2	6.2	0	0	0	11.1	11.1	40.4	40.4	0
82504	Rodentia	Heliscomyidae	NA	Heliscomys	ostranderi	Heliscomys ostranderi	NA	bra	NA	Heliscomys ostranderi	5	2	1.69	36.66	34.97	0.89265645	0.70073531325	0.9448049798768	54.5	43	-105.7	-112	0.859999999999999
24627	Artiodactyla	Moschidae		Hispanomeryx	aragonensis	Hispanomeryx aragonensis	NA	NA	L2220	Hispanomeryx aragonensis	4	1	0	13.52	13.52	0.02267064	0.0177964524	0.150567725625381	41.2	40.4	-1.4	-3.7	0
81125	Artiodactyla	Merycoidodontidae	Merycochoerinae	Hypsiops	bannackensis	Hypsiops bannackensis	NA	bra	L2220	Hypsiops bannackensis	4	1	0.88	18.8	17.92	0.56861415	0.44636210775	0.754065083397978	46.6	40.1	-105.9	-113	0.439999999999998
29846	Rodentia	Muridae	Arvicolinae	Microtus	epiratticeps	Microtus epiratticeps	NA	NA	NA	Microtus epiratticeps	7	1	1.59	1.6	0.01	2.69768295	2.11768111575	1.64246246532455	47.2	32.1	123.5	109	0.265
21217	Artiodactyla	Bovidae	Antilopini	Gazella	borbonica	Gazella borbonica	36287	hyp	L2220	Gazella borbonica	12	4	3.32	4.28	0.96	2.76298425	2.16894263625	1.66222268363779	45.5	39	30.4	-4.1	1.545
80117	Carnivora	Viverravidae		Viverravus	gracilis	Viverravus gracilis	NA			Viverravus gracilis	13	1	6.7	55	48.3	0.3141855	0.2466356175	0.560522524079095	44.7	39.7	-104.8	-109.9	4.0575
83693	Eulipotyphla	Proscalopidae	NA	Oligoscalops	galbreathi	Oligoscalops galbreathi	NA	bra	NA	Oligoscalops galbreathi	3	1	2.67	34.97	32.3	0.45538416	0.3574765656	0.674821576418537	46.8	43.5	-100.8	-112	1.0175
34620	Chiroptera	Hipposideridae	NA	Hipposideros	armiger	Hipposideros armiger	NA	NA	NA	Hipposideros armiger	3	1	0.09	0.1	0.01	0.85704876	0.6727832766	0.925769280112491	33.1	25.7	119.6	110.2	0.0675
82756	Rodentia	Eomyidae	Eomyinae	Adjidaumo	minutus	Adjidaumo minutus	NA	bra	NA	Adjidaumo minutus	10	1	2.58	35.58	33	1.9910736	1.562992776	1.41105407408788	45.6	29.6	-96.7	-106.8	1.52833333333334
25269	Chiroptera	Vespertilionidae	Myotinae	Myotis	myotis	Myotis myotis	NA	bra	NA	Myotis myotis	13	6	11.04	11.1	0.06	19.0174635	14.9287088475	4.36090168428503	48.2	35.6	20.6	-101.9	5.55
32641	Carnivora	Herpestidae		Helogale	palaeogracilis	Helogale palaeogracilis	157	NA	NA	Helogale palaeogracilis	4	1	0.31	3.96	3.65	0.00073926	0.0005803191	0.0271893361448933	-3.2	-3.5	35.2	35	0.19
20588	Rodentia	Muridae	Copemyinae	Democricetodon	mutilus	Democricetodon mutilus	27	NA	NA	Democricetodon mutilus	52	7	5.42	16.8	11.38	2.71296099	2.12967437715	1.64710685445723	51.1	41.4	21	-1.7	5.045
23135	Didelphimorphia	Didelphidae		Amphiperatherium	frequens	Amphiperatherium frequens	NA	NA	NA	Amphiperatherium frequens	32	6	8.83	22.35	13.52	2.11539249	1.66058310465	1.45443889180673	51.1	41.4	16.4	-1.3	4.28714285714286
32182	Eulipotyphla	Soricidae	Crocidosoricinae	Oligosorex	bruijni	Oligosorex bruijni	NA	NA	NA	Oligosorex bruijni	1	1	0	18.35	18.35	0	0	0	41.3	41.3	-1.8	-1.8	0
21209	Perissodactyla	Rhinocerotidae		Stephanorhinus	etruscus	Stephanorhinus etruscus	965626	bra	L2212	Stephanorhinus etruscus	53	15	2.66	3.02	0.36	15.53382396	12.1940518086	3.9412972432944	54.3	37.1	69.2	-4.1	1.4175
28539	Rodentia	Castoridae	Castoroidinae	Euroxenomys	minutus	Euroxenomys minutus	992	hyp	NA	Euroxenomys minutus	79	16	15.33	18.35	3.02	23.92996941	18.78502598685	4.89182679681119	55	38.3	107.2	-9.1	4.9425
83654	Eulipotyphla	Litocheridae	NA	Litocherus	zygeus	Litocherus zygeus	NA	bra	NA	Litocherus zygeus	4	2	3.48	61.92	58.44	1.71459036	1.3459534326	1.30942367475161	54.5	44.7	-100.8	-115	1.664
80261	Carnivora	Canidae	Borophaginae	Borophagus	littoralis	Borophagus littoralis	32040			Borophagus littoralis	6	1	4.01	12.34	8.33	0.26021952	0.2042723232	0.510117163012577	39.9	35.1	-117.5	-121.9	1.304
23689	Rodentia	Eomyidae		Keramidomys	carpathicus	Keramidomys carpathicus	3	NA	NA	Keramidomys carpathicus	23	6	10.15	15.3	5.15	5.4618993	4.2875909505	2.33707066645405	49.3	36.3	35.9	1.8	4.18
27168	Rodentia	Sciuridae		Heteroxerus	chalaniati	Heteroxerus chalaniati	NA	NA	NA	Heteroxerus chalaniati	2	1	0	20.6	20.6	0.0012321	0.0009671985	0.035101282027869	46.2	45.2	3.6	3.5	0
20665	Rodentia	Muridae	Eumyarioninae	Eumyarion	weinfurteri	Eumyarion weinfurteri	29	NA	NA	Eumyarion weinfurteri	39	7	3.28	16.8	13.52	3.97450818	3.1199889213	1.99361685887735	51.1	38.4	24	-1.4	2.5975
21147	Artiodactyla	Bovidae	Bovini	Simatherium	kohllarseni	Simatherium kohllarseni	560136	hyp	L2220	Simatherium kohllarseni	14	3	1.73	4.75	3.02	2.47565853	1.94339194605	1.57342255290815	4.1	-24.2	36.3	29.2	0.6725
80520	Carnivora	Felidae	Felinae	Nimravides	catacopsis	Nimravides catacopsis	142560			Nimravides catacopsis	5	2	5.81	9.58	3.77	5.1588027	4.0496601195	2.27129978206312	39.1	28.5	-82.4	-121.9	3.0025
31670	Lagomorpha	Leporidae		Pliopentalagus	progressivus	Pliopentalagus progressivus	NA	NA	NA	Pliopentalagus progressivus	1	1	0	3	3	0	0	0	33	33	111	111	0
29063	Proboscidea	Gomphotheriidae	Amebelodontinae	Protanancus	macinnesi	Protanancus macinnesi	3285769	bra	R3300	Protanancus macinnesi	13	1	4.42	17.15	12.73	0.07096896	0.0557106336	0.2664	3.4	-0.2	36.2	34.6	2.35285714285714
25463	Primates	Hominidae	Hominini	Homo	sapiens	Homo sapiens	NA	bra	R2200	Homo sapiens	54	12	1.47	1.48	0.01	141.9761151	111.4512503535	11.9153730575253	56.1	-26.8	133.1	-5.9	0.202
25199	Carnivora	Ursidae		Ursus	arctos	Ursus arctos	172720	NA	NA	Ursus arctos	120	28	0.95	0.96	0.01	99.67997025	78.24877664625	9.98398568959311	71.8	23.5	160	-7.5	0.0475
81361	Artiodactyla	Gelocidae		Pseudoceras	skinneri	Pseudoceras skinneri	NA	mes	L2220	Pseudoceras skinneri	5	2	2.77	11.1	8.33	6.84074241	5.36998279185	2.61548129605241	42.4	14.5	-82.4	-102.3	1.005
22265	Carnivora	Canidae	Caninae	Vulpes	vulpes	Vulpes vulpes	8000	NA	NA	Vulpes vulpes	129	27	2.19	2.2	0.01	67.27857408	52.8136806528	8.2023517408119	64	25.6	135	-7.2	0.0825
23389	Rodentia	Eomyidae		Ritteneria	molinae	Ritteneria molinae	10	NA	NA	Ritteneria molinae	10	3	1.75	22.35	20.6	1.4748237	1.1577366045	1.21442319641878	49.6	40.1	9.9	-2.7	0.25
20340	Eulipotyphla	Erinaceidae	Galericinae	Galerix	exilis	Galerix exilis	105	NA	NA	Galerix exilis	81	6	7.4	16.8	9.4	4.73360499	3.71587991715	2.17568494732119	49	38.7	28.2	-9.1	3.88
83734	Eulipotyphla	Geolabdidae	NA	Centetodon	magnus	Centetodon magnus	NA	bra	NA	Centetodon magnus	11	2	12.42	41.3	28.88	2.0551428	1.613287098	1.43357692503751	54.5	40.6	-100	-112	6.40166666666667
23709	Rodentia	Castoridae		Schreuderia	adroveri	Schreuderia adroveri	NA	NA	NA	Schreuderia adroveri	3	1	0.24	9.4	9.16	0.04201461	0.03298146885	0.204974656970075	41.5	40.4	2	-1.1	0.16
21252	Rodentia	Sciuridae	Pteromyini	Pliopetaurista	pliocaenica	Pliopetaurista pliocaenica	334	NA	NA	Pliopetaurista pliocaenica	15	6	3.18	6.2	3.02	6.38055306	5.0087341521	2.52597566496592	50.9	37.2	34.2	-3.6	2.5425
29006	Primates	Proconsulidae	Proconsulinae	Proconsul	major	Proconsul major	75000	bra	R2200	Proconsul major	8	1	0.04	20.09	20.05	0.00024642	0.0001934397	0.0156977705423414	0	-0.2	35.3	35.2	0.0350000000000001
23492	Artiodactyla	Bovidae	Caprini	Sinocapra	minor	Sinocapra minor	NA	hyp	L2220	Sinocapra minor	1	1	0	3	3	0	0	0	37	37	113	113	0
22701	Artiodactyla	Cervidae	Cervinae	Cervus	elaphus	Cervus elaphus	210223	mes	L2220	Cervus elaphus	245	34	3.04	3.04	0	75.60461304	59.3496212364	8.6950913186694	67.9	31.2	160	-7.2	0.175
29570	Perissodactyla	Tapiridae		Megatapirus	augustus	Megatapirus augustus	664166	bra	L3212	Megatapirus augustus	29	4	1.59	1.6	0.01	4.35190041	3.41624182185	2.08612090013978	35.9	11.2	117.5	103.2	0.456
28221	Rodentia	Muridae	Murinae	Golunda	gurai	Golunda gurai	107	NA	NA	Golunda gurai	3	1	1.21	3.89	2.68	0.35903394	0.2818416429	0.599194409186201	11.1	4.9	40.7	36	0.375
80875	Condylarthra	Phenacodontidae	Phenacodontinae	Copecion	brachypternus	Copecion brachypternus	NA	bra	R2200	Copecion brachypternus	7	1	1.95	55.2	53.25	0.3794868	0.297897138	0.616024999492715	43.8	36.1	-105	-109	1.12
81098	Artiodactyla	Merycoidodontidae	Miniochoerinae	Prodesmatochoerus	macrorhinus	Prodesmatochoerus macrorhinus	NA	bra	L2220	Prodesmatochoerus macrorhinus	11	2	5.61	38.61	33	4.35645918	3.4198204563	2.08721325695292	54.5	29.6	-97.8	-112	2.96285714285714
31358	Perissodactyla	Rhinocerotidae		Stephanorhinus	elatus	Stephanorhinus elatus	NA	bra	L2212	Stephanorhinus elatus	4	2	0	3.02	3.02	0.2156175	0.1692597375	0.464346314726412	45.9	44.9	25.6	8.1	0
28589	Artiodactyla	Suidae	Suinae	Hippopotamodon	major	Hippopotamodon major	300000	bra	R2200	Hippopotamodon major	67	15	10.15	15.3	5.15	24.63288246	19.3368127311	4.96315247196779	51.7	34.3	111.2	-3.7	4.39
20299	Perissodactyla	Chalicotheriidae	Chalicotheriinae	Anisodon	grande	Anisodon grande	862135	bra	LM211	Anisodon grande	28	6	7.4	16.8	9.4	4.58415126	3.5985587391	2.14106311443638	48.8	37.1	28.3	-3.5	3.915
80641	Condylarthra	Arctocyonidae	Arctocyoninae	Thryptacodon	orthogonius	Thryptacodon orthogonius	NA		R2300	Thryptacodon orthogonius	4	2	3.25	62.37	59.12	0.96202368	0.7551885888	0.980828058326229	54.5	41.7	-108.9	-115	3.025
25172	Artiodactyla	Cervidae		Alces	alces	Alces alces	435000	bra	L2220	Alces alces	92	14	0.35	0.36	0.01	35.0249067	27.4945517595	5.91818440909034	64	42.3	135	4	0.0728571428571429
24702	Rodentia	Muridae	Copemyinae	Democricetodon	koenigswaldi	Democricetodon koenigswaldi	NA	NA	NA	Democricetodon koenigswaldi	24	1	1.5	16.8	15.3	0.1047285	0.0822118725	0.323617830163914	41.9	39.4	-0.3	-3.7	0.449999999999999
22466	Rodentia	Muridae		Leukaristomys	vagui	Leukaristomys vagui	NA	NA	NA	Leukaristomys vagui	1	1	0	2.2	2.2	0	0	0	48.5	48.5	20.4	20.4	0
80216	Carnivora	Canidae	Borophaginae	Oxetocyon	cuspidatus	Oxetocyon cuspidatus	1084			Oxetocyon cuspidatus	1	1	0	28.88	28.88	0	0	0	41.6	41.6	-103.3	-103.3	0
81376	Artiodactyla	Moschidae	Blastomerycinae	Longirostromeryx	clarendoniesis	Longirostromeryx clarendoniesis	16400	mes	L2220	Longirostromeryx clarendoniesis	1	1	0	11.1	11.1	0	0	0	35.1	35.1	-100.9	-100.9	0
21038	Rodentia	Muridae	Megacricetodontinae	Megacricetodon	primitivus	Megacricetodon primitivus	NA	NA	NA	Megacricetodon primitivus	33	4	1.5	16.8	15.3	1.48406445	1.16499059325	1.21822183940364	41.5	38.2	27.4	-9.1	1.32
29583	Perissodactyla	Rhinocerotidae	Rhinocerotinae	Rhinoceros	sinensis	Rhinoceros sinensis	NA	bra	L2212	Rhinoceros sinensis	51	2	1.82	1.83	0.01	5.58683424	4.3856648784	2.36364850178702	35.9	14.1	120	99.2	0.4325
30514	Artiodactyla	Cervidae		Megaloceros	savini	Megaloceros savini	NA	mes	L2220	Megaloceros savini	9	4	0.36	0.96	0.6	2.80881837	2.20492242045	1.67595297368393	52.5	37.6	12.7	-2.6	0.196
25315	Carnivora	Felidae	Felinae	Panthera	pardus	Panthera pardus	53750	NA	NA	Panthera pardus	88	23	3.95	3.96	0.01	143.4768129	112.6292981265	11.9781807007575	49.9	-33.1	133.1	-7.2	0.4725
25168	Artiodactyla	Cervidae		Rangifer	tarandus	Rangifer tarandus	128693	bra	L2220	Rangifer tarandus	121	19	1.29	1.3	0.01	66.65969025	52.32785684625	8.16453858157336	74.5	42.2	160	-7.5	0.022
23483	Lagomorpha	Leporidae	Archaeolaginae	Hypolagus	schreuderi	Hypolagus schreuderi	NA	NA	NA	Hypolagus schreuderi	6	1	2.77	3.38	0.61	1.78013808	1.3974083928	1.33421815307692	40.2	31.8	115.9	98.7	1.0375
24566	Rodentia	Castoridae	Agnotocastorinae	Anchitheriomys	suevicus	Anchitheriomys suevicus	15450	NA	NA	Anchitheriomys suevicus	12	3	1.78	15.3	13.52	1.1273715	0.8849866275	1.06177751906885	50.9	43.4	12.2	0	1.36166666666667
23927	Carnivora	Canidae	Caninae	Canis	mosbachensis	Canis mosbachensis	18000	NA	NA	Canis mosbachensis	24	11	2.53	2.72	0.19	29.39938452	23.0785168482	5.42211992858882	51.4	32.7	124.1	-3.5	0.606666666666667
21642	Lagomorpha	Ochotonidae		Alloptox	gobiensis	Alloptox gobiensis	NA	NA	NA	Alloptox gobiensis	10	1	6.44	18.29	11.85	3.1936032	2.506978512	1.78706552761783	46.6	37	114.5	87.5	1.56428571428571
25451	Carnivora	Mustelidae		Mustela	sibiricus	Mustela sibiricus	NA	NA	NA	Mustela sibiricus	9	2	0.74	0.75	0.01	3.00928104	2.3622856164	1.73472794408806	45.4	31.2	133.1	115.9	0.288
81500	Perissodactyla	Brontotheriidae	Dolichorhininae	Metarhinus	fluviatilis	Metarhinus fluviatilis	267930	bra	LM220	Metarhinus fluviatilis	1	1	0	46.67	46.67	0	0	0	41.7	41.7	-108.9	-108.9	0
