"SIDNUM"	"ORDER"	"FAMILY"	"SUBFAMILY"	"GENUS"	"SPECIES"	"genusspecies"	"BODYMASS"	"TCRWNHT"	"CROWNTYP"	"sp_now"	"no_loc"	"no_countries"	"sp_duration"	"max_mid_age"	"min_mid_age"	"sp_area_square"	"sp_area_el"	"sp_range_width"	"max_lat"	"min_lat"	"max_long"	"min_long"	"duration_peak"	"sp_pal_area_sq"
22754	Rodentia	Muridae	Arvicolinae	Clethrionomys	indet.	Clethrionomys	NA	hys	NA	Clethrionomys	118	23	4.27	4.28	0.01	32.9833551951	25.8919338281535	5.7431137194992	57.8	37.406	124.130555555556	-7.16013689495386	0.3075	33.6142285902
32181	Eulipotyphla	Erinaceidae		Riddleria	atecensis	Riddleria	NA	NA	NA	Riddleria	2	1	1.55	18.35	16.8	5.17482e-05	4.0622337e-05	0.00719362217523273	41.3192	41.2551	-1.689	-1.7616	0.775000000000002	0.0001256742
33746	Carnivora	Barbourofelidae		Sansanosmilus	vallesiensis	Sansanosmilus	NA	NA	NA	Sansanosmilus	10	3	4.75	15.3	10.55	16.265999385	12.768809517225	4.03311286539318	48.5102777777778	36.984	114	-0.5	2.31	10.3467839922
26975	Eulipotyphla	Nyctitheriidae		Darbonetus	aubrelongensis	Darbonetus	NA	NA	NA	Darbonetus	5	1	5.17	33.2	28.03	0.0010251072	0.000804709152	0.0320172953261202	44.351866	44.192617	1.690861	1.167	2.775	0.0228727044
27106	Artiodactyla	Gelocidae		Gelocus	communis	Gelocus	9000	NA	NA	Gelocus	17	4	13.15	33.2	20.05	20.9546709201	16.4494166722785	4.57762721506459	48.935721	-0.0333333333333333	35.2166666666667	0.483	10.0309090909091	20.1463578756
27523	Rodentia	Diamantomyidae	Diamantomyinae	Diamantomys	luederitzi	Diamantomys	203	NA	NA	Diamantomys	28	3	6.15	21.74	15.59	7.3497697398	5.769569245743	2.71104587563545	2.536	-28.3249	35.826317	16.5	2.9475	7.1172700056
29316	Proboscidea	Gomphotheriidae		Progomphotherium	maraisi	Progomphotherium	NA	bra	RMM00	Progomphotherium	1	1	0	18.35	18.35	0	0	0	-28.3249	-28.3249	16.7692	16.7692	0	0
27526	Proboscidea	Mammutidae		Eozygodon	morotoensis	Eozygodon	4138363	bra	L3303	Eozygodon	5	3	4.94	21.74	16.8	6.0605261739	4.7575130465115	2.46181359446649	2.536	-23.75	35.2058333333333	16.5	2.8225	5.8854164256
23720	Rodentia	Muridae	Adelomyarioninae	Adelomyarion	indet.	Adelomyarion	NA	NA	NA	Adelomyarion	17	4	2.63	24.98	22.35	1.2513010464	0.982271321424	1.11861568306546	50.75	42.233	9.920734	-2	0.390000000000001	1.138682178
23721	Rodentia	Theridomyidae		Issiodoromys	indet.	Issiodoromys	NA	NA	NA	Issiodoromys	55	4	9.38	31.73	22.35	1.7577791613	1.3798566416205	1.32581264185404	49.867	40.6	10.592533	-4.8	3.56	1.5328864125
23307	Carnivora	Mustelidae		Plesiogale	angustifrons	Plesiogale	5987	NA	NA	Plesiogale	10	3	4.9	20.6	15.7	0.763902	0.59966307	0.874014874015311	48.9094444444444	43.9488888888889	11.1639	-1.333	2.825	0.741169755
24215	Artiodactyla	Cervidae	Lagomerycinae	Ligeromeryx	praestans	Ligeromeryx	34711	bra	L2220	Ligeromeryx	21	4	2.12	18.92	16.8	4.264248816	3.34743532056	2.0650057665779	50.45	46.567	88.5	-0.7	1.535	7.0996287978
24290	Artiodactyla	incertae sedis		Oriomeryx	willii	Oriomeryx	65000	bra	L2220	Oriomeryx	18	3	5.55	22.35	16.8	1.24417458	0.9766770453	1.11542573934799	48.9775	41.326	11.1980555555556	-2	1.9	1.2529569888
24743	Carnivora	Ursidae		Ballusia	hareni	Ballusia	16000	NA	NA	Ballusia	18	4	4.35	18.92	14.57	12.4082018775	9.7404384738375	3.52252776816592	53.1582851283707	43.7666666666667	107.21208161796	-0.0410218	2.81	21.9125978676
20016	Carnivora	Mustelidae		Ischyrictis	zibethoides	Ischyrictis	19305	NA	NA	Ischyrictis	30	6	4.78	16.8	12.02	6.89951358	5.4161181603	2.62669251721628	48.9797	38	42	-9	3.855	6.696180117
24220	Artiodactyla	Cervidae		Paradicrocerus	elegantulus	Paradicrocerus	30000	bra	L2220	Paradicrocerus	18	5	7.18	18.35	11.17	3.6672618672	2.878800565752	1.91500962587659	48.6	41.52019	42	-0.0410218	2.2775	3.614747301
25763	Primates	Pliopithecidae		Pliopithecus	piveteaui	Pliopithecus	NA	bra	R2200	Pliopithecus	48	8	4.75	15.3	10.55	19.9269307224	15.642640617084	4.46395908610283	50.9	36.4666666666667	111.580555555556	-0.5	2.88	11.7712998171
86318	Diprotodontia	Macropodidae		Watutia	novaeguineae	Watutia	NA	NA	NA	Watutia	1	1	0	2.9	2.9	0	0	0	-7	-7	146	146	0	0
86319	Diprotodontia	Macropodidae		Silvaroo	buloloensis	Silvaroo	NA	NA	NA	Silvaroo	1	1	0	2.9	2.9	0	0	0	-7	-7	146	146	0	0
86320	Diprotodontia	Macropodidae		Protemnodon	otibandus	Protemnodon	NA	NA	NA	Protemnodon	3	2	1.63	2.9	1.27	1.7094623598	1.341927952443	1.30746409503282	-7	-38.387	146	141.582	0.543333333333333	1.5548412024
86321	Diprotodontia	Macropodidae		Dorcopsis	sp.	Dorcopsis	NA	NA	NA	Dorcopsis	1	1	0	2.9	2.9	0	0	0	-7	-7	146	146	0	0
86322	Diprotodontia	Diprotodontidae		Kolopsis	rotundus	Kolopsis	NA	NA	NA	Kolopsis	1	1	0	2.9	2.9	0	0	0	-7	-7	146	146	0	0
86323	Diprotodontia	Diprotodontidae		Nototherium	watutense	Nototherium	NA	NA	NA	Nototherium	1	1	0	2.9	2.9	0	0	0	-7	-7	146	146	0	0
86324	Diprotodontia	Diprotodontidae		Kolopsoides	cultridens	Kolopsoides	NA	NA	NA	Kolopsoides	1	1	0	2.9	2.9	0	0	0	-7	-7	146	146	0	0
86424	Diprotodontia	Macropodidae	Macropodinae	Bohra	planei	Bohra	NA	NA	NA	Bohra	1	1	0	2.9	2.9	0	0	0	-7	-7	146	146	0	0
20238	Perissodactyla	Rhinocerotidae		Procoelodonta	tekkayai	Procoelodonta	700000	hyp	L2212	Procoelodonta	4	3	1.78	15.3	13.52	12.1319662896	9.523593537336	3.48309722654996	49.4	36.984	105.907	26.625	0.445	13.102533351
24389	Artiodactyla	Giraffidae	Giraffokerycinae	Giraffokeryx	indet.	Giraffokeryx	NA	NA	L2220	Giraffokeryx	15	8	9.48	19.24	9.76	32.8078191402	25.754138025057	5.72781102518231	44.6	-0.216666666666667	76.9333333333333	17.518516	4.27	32.8481014176
32833	Rodentia	Ctenodactylidae		Africanomys	pulcher	Africanomys	NA	NA	NA	Africanomys	13	4	3.71	13.11	9.4	3.2703938325	2.5672591585125	1.80842302365901	35.533	28	28.1667	-7.08333333333333	1.70142857142857	3.048227721
32834	Rodentia	Muridae	Myocricetodontinae	Mellalomys	kandoulati	Mellalomys	NA	NA	NA	Mellalomys	8	3	2.16	14.89	12.73	1.9718873388	1.547931560958	1.40423906041671	34.4166666666667	28.5016666666667	20	-7.08333333333333	1.296	1.8945176193
32835	Eulipotyphla	Erinaceidae		Protechinus	indet.	Protechinus	NA	NA	NA	Protechinus	2	1	0.38	13.11	12.73	0.000800865	0.000628679025	0.02829955830044	31.3131	31.1833333333333	-6.5842	-7.08333333333333	0.19	0.0007096896
32838	Rodentia	Ctenodactylidae		Metasayimys	jebeli	Metasayimys	NA	NA	NA	Metasayimys	4	1	2.16	14.89	12.73	0.0101685213	0.0079822892205	0.10083908617198	32.308274	31	-6.369109	-7	0.864000000000001	0.0073926
20914	Artiodactyla	Giraffidae		Bohlinia	attica	Bohlinia	1692992	bra	L2220	Bohlinia	24	5	3.85	10.05	6.2	2.3575173894	1.850651150679	1.53542091603573	42.5	34.333	46.3666666666667	22.95	1.88	2.6951928759
82261	Perissodactyla	Chalicotheriidae	Chalicotheriinae	Anisodon	indet.	Anisodon	NA	NA	NA	Anisodon	50	11	15.25	16.8	1.55	24.8137005276	19.478754914166	4.98133521534136	48.7969444444444	32.0167	116.4917	-3.53	13.26	17.2991977857
20190	Carnivora	Felidae		Paramachaerodus	indet.	Paramachaerodus	NA	NA	NA	Paramachaerodus	37	12	7.64	9.79	2.15	35.4183815313	27.8034295020705	5.95133443282261	49.775	25.6666666666667	118.096111111111	-1.1333	4.7	28.299427245
20268	Primates	Cercopithecidae	Colobinae	Mesopithecus	pentelicus	Mesopithecus	8000	bra	R2200	Mesopithecus	48	14	6.38	9.4	3.02	29.6141543352	23.247111153132	5.44188885729946	50.4083333333333	27.3283333333333	103.736944444444	-0.4	2.72	25.800494346
35201	Rodentia	Muridae	Cricetinae	Mesocricetus	raddei	Mesocricetus	NA	NA	NA	Mesocricetus	19	6	6.04	6.05	0.01	12.51271476	9.8224810866	3.53733158751056	48.8	36.2	103.6	23	4.7825	14.7060301824
20569	Rodentia	Muridae	Cricetinae	Pseudocricetus	kormosi	Pseudocricetus	60	NA	NA	Pseudocricetus	8	5	6.87	12.02	5.15	3.0347288334	2.382262134219	1.742047310896	50.667	39.531	40.0285148620605	17.917	4.1025	2.2979009988
26813	Rodentia	Theridomyidae		Remys	minimus	Remys	NA	NA	NA	Remys	2	2	0	38.75	38.75	0.388296315	0.304812607275	0.623134267232994	44.267	40.967	4.133	-5.417	0	0.3439875348
20254	Primates	Hominidae	Oreopithecini	Oreopithecus	bambolii	Oreopithecus	30000	bra	R2200	Oreopithecus	11	1	1.55	8	6.45	0.1460063142	0.114614956647	0.382107725909854	44.6626666	40.8	11.3653196	8.3	0.675	0.1344196458
22490	Lagomorpha	Ochotonidae		Paludotona	etruria	Paludotona	NA	hyp	NA	Paludotona	3	1	0.9	8.25	7.35	0	0	0	42.7	42.7	11.1	11.1	0.516666666666667	0.0001959039
23632	Rodentia	Gliridae		Anthracoglis	marinoi	Anthracoglis	NA	bra	NA	Anthracoglis	4	1	0.9	8.25	7.35	0.0024642	0.001934397	0.0496407091004953	43.2	42.7	11.1	10.7	0.550000000000001	0.0026773533
23679	Artiodactyla	Bovidae		Tyrrhenotragus	indet.	Tyrrhenotragus	NA	mes	L2220	Tyrrhenotragus	5	1	0.9	8.25	7.35	0.08279712	0.0649957392	0.287744887009309	43.2	40.8	11.1	8.3	0.366666666666667	0.0523470006
23633	Artiodactyla	Bovidae		Etruria	viallii	Etruria	NA	hyp	L2220	Etruria	2	1	0.65	8	7.35	0.06554772	0.0514549602	0.256022889601692	42.7	40.8	11.1	8.3	0.325	0.0330005664
23636	Carnivora	Mustelidae		Tyrrhenolutra	helbingi	Tyrrhenolutra	NA	NA	NA	Tyrrhenolutra	2	1	0.65	8	7.35	0.00012321	9.671985e-05	0.0111	42.7	42.5	11.15	11.1	0.325	0.0003252744
23637	Eulipotyphla	Soricidae		Crocidosorex	sp.	Crocidosorex	50	NA	NA	Crocidosorex	2	2	12.6	20.6	8	0.3144134385	0.2468145492225	0.560725814012517	45.867	42.7	11.1	3.05	6.3	0.174933558
21428	Rodentia	Muridae	Murinae	Anthracomys	majori	Anthracomys	NA	mes	NA	Anthracomys	5	1	1.8	8	6.2	0.003634695	0.002853235575	0.0602884317261612	43.2	42.7	11.2911987304688	10.7	1.025	0.004965363
23639	Artiodactyla	Giraffidae		Umbrotherium	azzarolii	Umbrotherium	NA	bra	L2220	Umbrotherium	3	1	0	7.35	7.35	0.066718215	0.052373798775	0.258298693376486	42.7	40.8	11.15	8.3	0	0.0532464336
20885	Artiodactyla	Cervidae	Odocoileinae	Procapreolus	loczyi	Procapreolus	30396	bra	L2220	Procapreolus	51	16	10.49	10.55	0.06	39.75999021	31.21159231485	6.30555233187387	52	25.7	118.6225	-4.08027777777778	3.2125	38.3537070009
21220	Perissodactyla	Tapiridae		Tapirus	arvernensis	Tapirus	192382	bra	L3212	Tapirus	162	19	16.05	16.06	0.01	212.7855132216	167.036627878956	14.5871694725742	50.4083333333333	-21.51	118.2	-121.929167	3.7075	205.411338045
21263	Artiodactyla	Cervidae		Paracervulus	australis	Paracervulus	NA	bra	L2220	Paracervulus	12	5	6.53	8.25	1.72	32.269623075	25.331654113875	5.68063579848242	49.2	25.7	113.119	1.667	1.595	31.8880688112
23645	Rodentia	Muridae		Celadensia	grossetana	Celadensia	NA	bra	NA	Celadensia	3	2	1.05	6.2	5.15	0.3619651059	0.2841426081315	0.60163535958253	42.7	40.29	11.1	-1.09	0.975	0.30790179
24848	Artiodactyla	Cervidae		Tuscomeryx	huerzeleri	Tuscomeryx	NA	NA	L2220	Tuscomeryx	1	1	0	6.2	6.2	0	0	0	42.7	42.7	11.1	11.1	0	0
27136	Rodentia	Muridae	Pseudocricetodontinae	Pseudocricetodon	incertus	Pseudocricetodon	NA	NA	NA	Pseudocricetodon	89	4	14.85	33.2	18.35	1.92503304	1.5111509364	1.38745559928958	50.75	40.833	11.0194444444444	-4.733	10.9205263157895	1.853275536
21743	Artiodactyla	Bovidae		Shaanxispira	chowi	Shaanxispira	NA	mes	L2220	Shaanxispira	7	1	2.28	10.35	8.07	0.1681385265	0.1319887433025	0.410046980844878	35.85	33.4	109.3	103.7333	0.905714285714286	0.185886927
21748	Perissodactyla	Equidae	Equinae	Cormohipparion	weihoense	Cormohipparion	NA	hyp	L2320	Cormohipparion	117	10	13.17	15.38	2.21	152.9931072798	120.099589214643	12.3690382520146	54.5	1.711325	113	-122.216944	4.9825	165.3343013988
23012	Rodentia	Dipodidae		Paralactaga	indet.	Paralactaga	NA	NA	NA	Paralactaga	23	3	7.9	9.13	1.23	18.755321904	14.72292769464	4.33074149586419	52	33.4	115.443888888889	33.6	3.8225	16.5270912318
23348	Rodentia	Sciuridae		Sciurotamias	indet.	Sciurotamias	NA	NA	NA	Sciurotamias	25	4	18.01	18.11	0.1	31.8076866072	24.969033986652	5.63983037042782	50.5666666666667	25.3	121.688888888889	19.5333333333333	4.8575	28.7464651596
31532	Rodentia	Muridae	Gerbillinae	Abudhabia	sp.	Abudhabia	NA	NA	NA	Abudhabia	14	6	7.46	10.55	3.09	49.4422804944	38.812190188104	7.03152049662091	44.3328	0.756928	112.871388888889	20.7961111111111	3.55	54.5484947022
31537	Artiodactyla	Bovidae		Dorcadoryx	triquetricornis	Dorcadoryx	NA	mes	L2220	Dorcadoryx	16	1	3.77	9.4	5.63	1.134838026	0.89084785041	1.06528776675601	42	33.4	114	103.290555555556	1.17	1.1317023315
31541	Artiodactyla	Cervidae		Metacervulus	indet.	Metacervulus	NA	NA	L2220	Metacervulus	14	2	10.3	12.02	1.72	9.691070229	7.607490129765	3.11304838205255	49.2	25.3	118.096111111111	85.1833333333333	3.674	9.946669374
31542	Artiodactyla	Giraffidae	Samotheriinae	Schansitherium	tafelli	Schansitherium	NA	bra	L2220	Schansitherium	4	1	1.33	9.4	8.07	0.1020006306	0.080070495021	0.319375375694495	39.229167	33.4	110.5213888	109.1	0.879999999999999	0.0397031904
31549	Rodentia	Aplodontiidae	Aplodontiinae	Pseudaplodon	indet.	Pseudaplodon	NA	NA	NA	Pseudaplodon	3	1	2.3	8.5	6.2	0.5236425	0.4110593625	0.723631466977494	41.9	33.4	114.1	109.1	1.15	0.5133729465
20043	Carnivora	Amphicyonidae	Amphicyoninae	Agnotherium	grivense	Agnotherium	181263	NA	NA	Agnotherium	17	7	4.75	15.3	10.55	24.585089301	19.299295101285	4.95833533567467	48.1	0.758888888888889	35.7833333333333	-6.369109	2.5575	24.024680937
29570	Perissodactyla	Tapiridae		Megatapirus	augustus	Megatapirus	664166	bra	L3212	Megatapirus	48	4	1.59	1.6	0.01	5.03140356	3.9496517946	2.24307903561154	35.8533333333333	11.25	118.2	101.599722222222	0.4775	5.00072427
29620	Carnivora	Felidae	Felinae	Neofelis	nebulosa	Neofelis	20511	NA	NA	Neofelis	8	2	1.4	1.48	0.08	1.3698253701	1.0753129155285	1.17039539049844	33.1272222222222	14.0569444444444	110.525833333333	104.7	0.368333333333333	1.3058584344
29798	Carnivora	Mustelidae	Melinae	Arctonyx	collaris	Arctonyx	6356	NA	NA	Arctonyx	52	5	2.14	2.15	0.01	10.3120917525	8.0949920257125	3.21124457998764	39.78	-0.172222222222222	119.916666666667	98.9667	0.49	10.3325039532
29837	Artiodactyla	Bovidae	Caprinae	Capricornis	sumatraensis	Capricornis	NA	NA	L2220	Capricornis	38	5	3.95	3.96	0.01	14.7279627945	11.5614507936825	3.83770280174221	39.78	-8.1333	119.616666666667	94.6666666666667	1.0075	15.4186127532
29860	Artiodactyla	Cervidae	Muntiacinae	Elaphodus	cephalophus	Elaphodus	NA	bra	L2220	Elaphodus	5	1	1.5	1.6	0.1	0.8480014497	0.6656811380145	0.920869941794171	34.2	26.37	117.24	108.449166666667	0.445	0.8891560539
29956	Rodentia	Muridae	Murinae	Leopoldamys	edwardsi	Leopoldamys	NA	NA	NA	Leopoldamys	11	2	2.01	2.04	0.03	3.3562009728	2.634617763648	1.83199371527306	32.9944444444444	16.35	118.2	101.833333333333	0.67	3.3888491586
29960	Artiodactyla	Bovidae		Bubalus	indet.	Bubalus	NA	NA	L2220	Bubalus	120	15	2.14	2.15	0.01	89.496515898	70.25476497993	9.46025982190764	52.1	-8.1333	129	8.4	0.125	89.496515898
29967	Artiodactyla	Bovidae	Caprini	Pseudois	nayaur	Pseudois	NA	hyp	L2220	Pseudois	4	1	0.48	0.51	0.03	0.4316502177	0.3388454208945	0.657000926711675	39.9	32.9944444444444	115.6	110.525833333333	0.24	0.4389984621
30014	Rodentia	Muridae	Rhizomyinae	Rhizomys	sinensis	Rhizomys	NA	NA	NA	Rhizomys	46	4	3.94	3.95	0.01	9.6002706195	7.5362124363075	3.0984303476922	37.2375	19.75	118.13	73.5833333333333	0.7325	9.979960716
34110	Carnivora	Felidae	NA	Catopuma	temminckii	Catopuma	11508	NA	NA	Catopuma	4	3	0.45	0.96	0.51	3.719056887	2.919459656295	1.92848564604458	32.9944444444444	-0.172222222222222	110.525833333333	101.428888888889	0.225	3.6081358524
85919	Carnivora	Ursidae	Ailuropodinae	Ailuropoda	baconi	Ailuropoda	NA	NA	NA	Ailuropoda	80	5	2.14	2.15	0.01	6.1317082872	4.813391005452	2.47622864194727	35.8533333333333	13.8147222222222	119.083333333333	96.5083333333333	0.5675	6.1193380032
34392	Rodentia	Sciuridae	NA	Aragoxerus	indet.	Aragoxerus	NA	NA	NA	Aragoxerus	2	1	3.28	16.8	13.52	0.040844115	0.032062630275	0.202099270161968	44.0522222222222	42.7506393	2.807986	0.253333333333333	1.64	0.0411176412
25687	Artiodactyla	Cervidae		Sinomegaceros	pachyosteus	Sinomegaceros	NA	mes	L2220	Sinomegaceros	46	4	4.39	4.4	0.01	14.070446469	11.045300478165	3.75105937956199	49.2	30.1	129	69.211	1.715	14.3848611396
31587	Perissodactyla	Equidae	Hipparionini	Proboscidipparion	sinense	Proboscidipparion	265310	hyp	L2320	Proboscidipparion	29	3	3.47	4.42	0.95	17.6605665552	13.863544745832	4.20244768619432	50.542	34.46	121.688888888889	32.544	1.392	18.1020082716
34777	Cingulata	Glyptodontidae	NA	Glyptodon	clavipes	Glyptodon	NA	NA	NA	Glyptodon	8	3	0.58	0.6	0.02	6.6301370928	5.204657617848	2.57490525899498	11.482159	-39.0025	-61.5811111111111	-72.2391666666667	0.00166666666666667	6.6301370928
81867	Pilosa	Mylodontidae		Glossotherium	indet.	Glossotherium	NA	hys	L2020	Glossotherium	24	4	3.88	3.9	0.02	65.047709178	51.06245170473	8.06521600318305	43.613739	-39.0025	-57.57	-121.468926	1.9525	64.430895276
85011	Cingulata	Dasypodidae	NA	Chaetophractus	villosus	Chaetophractus	NA	NA	NA	Chaetophractus	3	2	3.43	3.9	0.47	1.4916714354	1.170962076789	1.22134001629358	-21.51	-38.4866944444444	-57.57	-64.7	0.9225	1.5255467928
85019	Cingulata	Dasypodidae	NA	Zaedyus	pichiy	Zaedyus	NA	NA	NA	Zaedyus	2	1	3.43	3.9	0.47	0.0248982768	0.019545147288	0.157791878117982	-38.01	-38.4866944444444	-57.57	-61.7832222222222	1.715	0.034917714
85035	Rodentia	Muridae	Sigmodontinae	Reithrodon	auritus	Reithrodon	NA	NA	NA	Reithrodon	3	1	5.03	5.5	0.47	0.0497965536	0.039090294576	0.223151414066772	-38.01	-38.9669444444445	-57.57	-61.7832222222222	2.9725	0.1095879024
85072	Cingulata	Glyptodontidae	NA	Panochthus	tuberculatus	Panochthus	NA	NA	NA	Panochthus	3	2	0.58	0.6	0.02	0.6723421848	0.527788615068	0.819964746071439	-21.51	-39.0025	-61.5811111111111	-64.7	0.29	0.6294749616
85078	Pilosa	Mylodontidae	NA	Lestodon	armatus	Lestodon	NA	NA	NA	Lestodon	4	2	5.48	5.5	0.02	0.6723421848	0.527788615068	0.819964746071439	-21.51	-39.0025	-61.5811111111111	-64.7	0.29	0.6849096048
85086	Rodentia	Muridae	NA	Oxymycterus	indet.	Oxymycterus	NA	NA	NA	Oxymycterus	2	2	0.13	0.6	0.47	0.6108948936	0.479552491476	0.78159765455124	-21.51	-38.4866944444444	-61.7832222222222	-64.7	0.065	0.5692597704
85087	Rodentia	Muridae	Sigmodontinae	Phyllotis	indet.	Phyllotis	NA	NA	NA	Phyllotis	2	2	0.13	0.6	0.47	0.6108948936	0.479552491476	0.78159765455124	-21.51	-38.4866944444444	-61.7832222222222	-64.7	0.065	0.5692597704
85090	Rodentia	Caviidae	Hydrochoerinae	Neochoerus	tarijensis	Neochoerus	NA	NA	NA	Neochoerus	10	4	5.39	5.41	0.02	45.0702241605	35.3801259659925	6.71343609193534	33.448457	-39.0025	-61.5811111111111	-112.073844	1.46	44.299268388
85109	Perissodactyla	Equidae	Equinae	Hippidion	principale	Hippidion	NA	NA	NA	Hippidion	6	3	8.31	8.33	0.02	57.2318877564	44.927031888774	7.56517598978371	38.555605	-39.0025	-61.5811111111111	-121.468926	1.83	56.8899208656
85996	Rodentia	Caviidae	Caviinae	Microcavia	indet.	Microcavia	NA	NA	NA	Microcavia	3	1	5.03	5.5	0.47	0.0497965536	0.039090294576	0.223151414066772	-38.01	-38.9669444444445	-57.57	-61.7832222222222	2.9725	0.1095879024
86041	Litopterna	Macraucheniidae		Macraucheniopsis	ensenadensis	Macraucheniopsis	NA	NA	NA	Macraucheniopsis	1	1	0	0.47	0.47	0	0	0	-38.4866944444444	-38.4866944444444	-61.7832222222222	-61.7832222222222	0	0
86042	Rodentia	Muridae	Sigmodontinae	Akodon	iniscatus	Akodon	NA	NA	NA	Akodon	2	1	0	0.47	0.47	0	0	0	-38.4866944444444	-38.4866944444444	-61.7832222222222	-61.7832222222222	0	0
86044	Rodentia	Muridae	Sigmodontinae	Lundomys	indet.	Lundomys	NA	NA	NA	Lundomys	1	1	0	0.47	0.47	0	0	0	-38.4866944444444	-38.4866944444444	-61.7832222222222	-61.7832222222222	0	0
86045	Rodentia	Echimyidae		Myocastor	columnaris	Myocastor	NA	NA	NA	Myocastor	2	2	0.13	0.6	0.47	0.6108948936	0.479552491476	0.78159765455124	-21.51	-38.4866944444444	-61.7832222222222	-64.7	0.065	0.5692597704
86046	Rodentia	Ctenomyidae		Ctenomys	kraglievichi	Ctenomys	NA	NA	NA	Ctenomys	3	2	0.13	0.6	0.47	0.6108948936	0.479552491476	0.78159765455124	-21.51	-38.4866944444444	-61.7832222222222	-64.7	0.0866666666666667	0.5692597704
86047	Cingulata	Glyptodontidae		Doedicurus	indet.	Doedicurus	NA	NA	NA	Doedicurus	2	1	0.45	0.47	0.02	0.001281384	0.00100588644	0.0357964244024456	-38.4866944444444	-39.0025	-61.5811111111111	-61.7832222222222	0.225	0.001281384
86048	Cingulata	Dasypodidae		Propaopus	indet.	Propaopus	NA	NA	NA	Propaopus	1	1	0	0.47	0.47	0	0	0	-38.4866944444444	-38.4866944444444	-61.7832222222222	-61.7832222222222	0	0
86049	Cingulata	Dasypodidae		Tolypeutes	sp.	Tolypeutes	NA	NA	NA	Tolypeutes	2	1	3.43	3.9	0.47	0.0248982768	0.019545147288	0.157791878117982	-38.01	-38.4866944444444	-57.57	-61.7832222222222	1.715	0.034917714
86050	Pilosa	Mylodontidae		Scelidotherium	leptocephalum	Scelidotherium	NA	NA	NA	Scelidotherium	5	1	6.23	6.25	0.02	1.272451275	0.998874250875	1.12802982008456	-26.85	-39.0025	-57.57	-66.07	3.268	1.0737603648
86051	Carnivora	Felidae	Felinae	Herpailurus	indet.	Herpailurus	NA	NA	NA	Herpailurus	2	2	0.13	0.6	0.47	0.6108948936	0.479552491476	0.78159765455124	-21.51	-38.4866944444444	-61.7832222222222	-64.7	0.065	0.5692597704
86052	Carnivora	Canidae	Caninae	Lycalopex	indet.	Lycalopex	NA	NA	NA	Lycalopex	1	1	0	0.47	0.47	0	0	0	-38.4866944444444	-38.4866944444444	-61.7832222222222	-61.7832222222222	0	0
86053	Artiodactyla	Camelidae		Lama	indet.	Lama	NA	NA	NA	Lama	2	2	0.13	0.6	0.47	0.6108948936	0.479552491476	0.78159765455124	-21.51	-38.4866944444444	-61.7832222222222	-64.7	0.065	0.5692597704
86054	Didelphimorphia	Didelphidae		Lestodelphys	indet.	Lestodelphys	NA	NA	NA	Lestodelphys	1	1	0	0.47	0.47	0	0	0	-38.4866944444444	-38.4866944444444	-61.7832222222222	-61.7832222222222	0	0
28436	Artiodactyla	Bovidae		Helicotragus	rotundicornis	Helicotragus	NA	mes	L2220	Helicotragus	3	1	0	8.25	8.25	0.0684456192	0.053729811072	0.261621136760775	40.983	39.741	33.244	28.767	0	0.057884058
22229	Rodentia	Muridae	Cricetinae	Trilophomys	vandeweerdi	Trilophomys	NA	NA	NA	Trilophomys	36	7	5.24	6.2	0.96	4.599121275	3.610310200875	2.14455619534672	50.75	37.25	24.4	-3.25	3.342	4.528842291
27042	Artiodactyla	Cainotheriidae		Plesiomeryx	indet.	Plesiomeryx	NA	NA	NA	Plesiomeryx	14	2	8.3	31.73	23.43	0.3338769222	0.262093383927	0.577820839188065	47.283	44.140411	8.083	-0.55	4.2425	0.4801382811
27207	Rodentia	Muridae	Paracricetodontinae	Paracricetodon	dehmi	Paracricetodon	NA	NA	NA	Paracricetodon	12	3	8.17	31.73	23.56	0.677642679	0.531949503015	0.823190548415129	50.55	44.25	9.8925	1.167	3.086	0.5712052563
27209	Rodentia	Theridomyidae		Taeniodus	ernii	Taeniodus	NA	NA	NA	Taeniodus	7	3	7.82	31.73	23.91	0.821551959	0.644918287815	0.906395034739269	50.55	44	8.083	-2.1	4.3575	0.846970182
27211	Rodentia	Theridomyidae		Isoptychus	varians	Isoptychus	NA	NA	NA	Isoptychus	3	1	7.02	38.75	31.73	0.0017520462	0.001375356267	0.0418574509496219	46.75	46.658063670629	8.083	6.5012403118809	3.1075	0.014193792
26285	Perissodactyla	Palaeotheriidae		Palaeotherium	magnum	Palaeotherium	685507	bra	NA	Palaeotherium	51	5	10.89	44.09	33.2	2.249149266	1.76558217381	1.49971639518944	50.114174	39.067	8.9378	-7.583	2.25375	1.7251753311
27649	Perissodactyla	Rhinocerotidae	Rhinocerotinae	Rhinoceros	indet.	Rhinoceros	NA		L2212	Rhinoceros	138	12	11.84	11.85	0.01	42.7843459935	33.5857116048975	6.54097439174776	42.3208333333333	-8.1333	121.264166666667	52.433	2.64	44.5001770782
29571	Primates	Hominidae	Ponginae	Pongo	pygmaeus	Pongo	NA	bra	R2200	Pongo	42	7	2.14	2.15	0.01	8.6418816345	6.7838770830825	2.93970774644351	28.4166666666667	-8.1333	118.153323	98.9667	0.345	8.691418215
